,root,model,Season_RA,D,Season_Period,AR,Season_MA,MA,Season_D,test_aic,test_bic,test_rmse,train_bic,train_aic,train_hqic,test_hqic,train_rmse
0,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_2_AR_3_Season_MA_1_Season_D_0_MA_0,3,0,2,3,1,0,0,1620.5724775,1681.04093045,0.942163767627,6015.59139305,5939.74878739,5967.80716436,1644.12619637,1.77456808618
1,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_1,1,0,0,3,0,1,0,1624.41596308,1684.88441603,0.975235481803,6017.6180644,5941.77545873,5969.8338357,1647.96968195,1.77610869642
2,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_1,3,0,0,3,0,1,0,1624.41596308,1684.88441603,0.975235481803,6017.6180644,5941.77545873,5969.8338357,1647.96968195,1.77610869642
3,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_1,2,0,0,3,0,1,0,1624.41596308,1684.88441603,0.975235481803,6017.6180644,5941.77545873,5969.8338357,1647.96968195,1.77610869642
4,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_1,0,0,0,3,0,1,0,1624.41596308,1684.88441603,0.975235481803,6017.6180644,5941.77545873,5969.8338357,1647.96968195,1.77610869642
5,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_12_AR_5_Season_MA_3_Season_D_0_MA_1,1,1,12,5,3,1,0,1641.95230122,1724.01663022,0.990675283931,6018.19821508,5915.26896453,5953.34819042,1673.91806254,1.76197351298
6,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_4_D_1_Season_Period_12_AR_2_Season_MA_4_Season_D_1_MA_2,4,1,12,2,4,2,1,1697.34394711,1775.0891009,0.991029302802,6071.28947901,5973.77755744,6009.85261355,1727.62729994,1.80588454724
7,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_1,2,1,0,3,0,1,0,1635.86662391,1696.33507686,0.992848685349,5995.66912771,5919.82652205,5947.88489902,1659.42034278,1.77045427575
8,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_1,1,1,0,3,0,1,0,1635.86662391,1696.33507686,0.992848685349,5995.66912771,5919.82652205,5947.88489902,1659.42034278,1.77045427575
9,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_12_AR_6_Season_MA_4_Season_D_0_MA_1,2,1,12,6,4,1,0,1644.46796931,1735.17064873,0.992864436656,6029.34416723,5915.58025873,5957.66782419,1679.79854761,1.75954603414
10,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_4_D_1_Season_Period_12_AR_3_Season_MA_6_Season_D_0_MA_6,4,1,12,3,6,6,0,1650.31254228,1758.29192255,0.9938234177,6056.6052415,5921.1720171,5971.27626169,1692.37275455,1.75896077351
11,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_12_AR_0_Season_MA_5_Season_D_0_MA_4,2,1,12,0,5,4,0,1645.44602165,1727.51035065,0.997548996684,6047.61581393,5944.68656338,5982.76578927,1677.41178297,1.7789213484
12,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_2_AR_2_Season_MA_1_Season_D_0_MA_0,2,0,2,2,1,0,0,1638.10293364,1694.25221138,1.00348362549,6035.91428243,5965.48900574,5991.54321293,1659.97424402,1.79005764219
13,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_12_AR_3_Season_MA_5_Season_D_1_MA_1,0,1,12,3,5,1,1,1709.71008722,1791.77441622,1.0048375929,6129.29707172,6026.36782118,6064.44704706,1741.67584854,1.83563870487
14,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_6_AR_1_Season_MA_0_Season_D_0_MA_4,0,1,6,1,0,4,0,1640.19459279,1704.98222095,1.00564395664,6003.97504841,5922.71511377,5952.77766052,1665.43072015,1.77260598283
15,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_6_D_1_Season_Period_6_AR_2_Season_MA_1_Season_D_0_MA_4,6,1,6,2,1,4,0,1642.40986379,1715.83584236,1.00626020407,6009.30433767,5917.20974508,5951.2806314,1671.01080812,1.76686591477
16,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_1_Season_Period_6_AR_1_Season_MA_0_Season_D_0_MA_2,3,1,6,1,0,2,0,1637.44416226,1693.59344,1.0067972323,5990.14517717,5919.71990048,5945.77410767,1659.31547264,1.77270411478
17,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_5_D_1_Season_Period_0_AR_0_Season_MA_0_Season_D_0_MA_3,5,1,0,0,0,3,0,1637.47155848,1693.62083622,1.00735964548,6029.92497277,5959.49969608,5985.55390327,1659.34286886,1.79637699531
18,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_1_Season_Period_6_AR_0_Season_MA_3_Season_D_0_MA_6,3,1,6,0,3,6,0,1647.31632826,1729.38065726,1.00798089879,6020.07952314,5917.1502726,5955.22949848,1679.28208958,1.76417756184
19,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_1_Season_Period_12_AR_2_Season_MA_2_Season_D_1_MA_2,3,1,12,2,2,2,1,1702.83374597,1771.94054934,1.00803847908,6059.41073263,5972.73346902,6004.80018556,1729.75228182,1.80859769763
20,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_2_AR_0_Season_MA_3_Season_D_0_MA_2,0,1,2,0,3,2,0,1644.02533153,1708.81295969,1.00807454254,6009.00070315,5927.74076851,5957.80331527,1669.26145889,1.77398833576
21,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_6_D_0_Season_Period_0_AR_1_Season_MA_0_Season_D_0_MA_2,6,0,0,1,0,2,0,1639.23665195,1695.38592969,1.00915455409,6036.15684772,5965.73157104,5991.78577822,1661.10796233,1.79028092154
22,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_0,0,0,0,3,0,0,0,1640.93266078,1697.08193851,1.00930460569,6037.68813069,5967.262854,5993.31706119,1662.80397115,1.79139044156
23,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_0,1,0,0,3,0,0,0,1640.93266078,1697.08193851,1.00930460569,6037.68813069,5967.262854,5993.31706119,1662.80397115,1.79139044156
24,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_2_AR_0_Season_MA_1_Season_D_0_MA_1,0,1,2,0,1,1,0,1657.4388641,1709.26896663,1.0108603723,6137.11710509,6072.10915738,6096.15919478,1677.62776599,1.86581741099
25,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_12_AR_4_Season_MA_5_Season_D_0_MA_0,1,1,12,4,5,0,0,1662.77281302,1744.83714202,1.01216761476,6150.45948343,6047.53023288,6085.60945877,1694.73857434,1.84025951425
26,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_12_AR_5_Season_MA_0_Season_D_0_MA_0,0,1,12,5,0,0,0,1651.20788937,1715.99551753,1.01261528305,6109.19351724,6027.9335826,6057.99612936,1676.44401673,1.83247537663
27,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_12_AR_1_Season_MA_1_Season_D_0_MA_3,2,0,12,1,1,3,0,1637.64221488,1702.42984304,1.01727296848,6028.89476261,5947.63482797,5977.69737473,1662.87834224,1.78026050108
28,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_4_D_1_Season_Period_6_AR_4_Season_MA_2_Season_D_1_MA_4,4,1,6,4,2,4,1,1688.00437479,1774.387879,1.02241114604,6065.83006403,5957.48348451,5997.56688018,1721.6525446,1.79543822673
29,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_0_AR_2_Season_MA_0_Season_D_0_MA_0,0,0,0,2,0,0,0,1643.58749702,1695.41759954,1.02273398573,6039.68393287,5974.67598516,5998.72602256,1663.7763989,1.79513373785
30,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_4_D_1_Season_Period_12_AR_0_Season_MA_4_Season_D_1_MA_1,4,1,12,0,4,1,1,1730.15547052,1794.94309868,1.02345818177,6246.24163962,6164.98170498,6195.04425173,1755.39159788,1.93532341524
31,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_6_AR_0_Season_MA_4_Season_D_0_MA_0,0,1,6,0,4,0,0,1681.21046486,1741.67891781,1.0241345882,6224.22580303,6148.38319737,6176.44157434,1704.76418373,1.90797726903
32,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_12_AR_2_Season_MA_3_Season_D_1_MA_0,2,1,12,2,3,0,1,1720.77603258,1785.56366074,1.02489132872,6205.03771215,6123.77777751,6153.84032426,1746.01215994,1.90976371362
33,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_6_AR_3_Season_MA_1_Season_D_0_MA_0,2,1,6,3,1,0,0,1658.65640223,1719.12485518,1.02618561242,6125.58512558,6049.74251991,6077.80089688,1682.2101211,1.84911981678
34,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_6_AR_3_Season_MA_0_Season_D_0_MA_0,2,1,6,3,0,0,0,1659.71947443,1715.86875217,1.02743880972,6133.94807152,6063.52279483,6089.57700202,1681.59078481,1.85942377407
35,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_0_AR_3_Season_MA_0_Season_D_0_MA_0,2,1,0,3,0,0,0,1659.71947443,1715.86875217,1.02743880972,6133.94807152,6063.52279483,6089.57700202,1681.59078481,1.85942377407
36,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_4_D_1_Season_Period_6_AR_1_Season_MA_1_Season_D_1_MA_3,4,1,6,1,1,3,1,1683.01174655,1747.79937471,1.02746807362,6035.92823023,5954.66829559,5984.73084235,1708.24787391,1.7987863132
37,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_4_D_1_Season_Period_12_AR_4_Season_MA_6_Season_D_1_MA_6,4,1,12,4,6,6,1,1716.47897413,1828.7775296,1.02759732871,6119.33600278,5978.4854494,6030.59386378,1760.22159488,1.80162406891
38,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_2_AR_0_Season_MA_1_Season_D_1_MA_1,2,1,2,0,1,1,1,1687.14343596,1738.97353849,1.02946699039,6211.88168384,6146.87373613,6170.92377353,1707.33233785,1.918556047
39,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_12_AR_6_Season_MA_2_Season_D_1_MA_2,2,0,12,6,2,2,1,1694.46555207,1780.84905628,1.03334646121,6062.40818691,5954.06160739,5994.14500306,1728.11372188,1.80091547903
40,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_12_AR_2_Season_MA_1_Season_D_1_MA_3,0,0,12,2,1,3,1,1687.88089232,1756.98769569,1.03672864079,6033.86280726,5947.18554364,5979.25226018,1714.79942817,1.8071243924
41,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_6_AR_3_Season_MA_1_Season_D_1_MA_3,1,1,6,3,1,3,1,1691.80730626,1765.23328484,1.0387973683,6046.08845005,5953.99385746,5988.06474378,1720.4082506,1.79596241969
42,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_1_Season_Period_12_AR_4_Season_MA_6_Season_D_1_MA_0,1,1,12,4,6,0,1,1718.79272832,1805.17623253,1.04000758226,6180.93646255,6072.58988303,6112.6732787,1752.44089813,1.86852303134
43,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_1_Season_Period_2_AR_1_Season_MA_1_Season_D_1_MA_0,3,1,2,1,1,0,1,1691.19352691,1743.02362944,1.04026502396,6219.26332618,6154.25537847,6178.30541587,1711.3824288,1.92404902542
44,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_2_AR_1_Season_MA_1_Season_D_1_MA_0,2,1,2,1,1,0,1,1691.19352691,1743.02362944,1.04026502396,6219.26332618,6154.25537847,6178.30541587,1711.3824288,1.92404902542
45,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_0_AR_2_Season_MA_0_Season_D_0_MA_2,3,0,0,2,0,2,0,1637.6589419,1698.12739485,1.04134844194,6019.2080569,5943.36545124,5971.42382821,1661.21266077,1.77986828814
46,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_0_AR_2_Season_MA_0_Season_D_0_MA_2,2,0,0,2,0,2,0,1637.6589419,1698.12739485,1.04134844194,6019.2080569,5943.36545124,5971.42382821,1661.21266077,1.77986828814
47,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_6_AR_5_Season_MA_0_Season_D_0_MA_1,3,0,6,5,0,1,0,1641.20191381,1710.30871718,1.0417576084,6024.90092658,5938.22366297,5970.2903795,1668.12044966,1.77388087929
48,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_6_D_0_Season_Period_6_AR_6_Season_MA_2_Season_D_0_MA_0,6,0,6,6,2,0,0,1647.00488116,1724.75003495,1.04213852024,6045.83133334,5948.31941177,5984.39446788,1677.28823399,1.77617882376
49,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_12_AR_6_Season_MA_3_Season_D_0_MA_0,0,0,12,6,3,0,0,1650.16249254,1732.22682154,1.0427064676,6056.47496191,5953.54571137,5991.62493725,1682.12825386,1.7779468049
50,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_6_AR_5_Season_MA_3_Season_D_0_MA_0,0,0,6,5,3,0,0,1651.36154017,1729.10669396,1.04287317416,6054.36768901,5956.85576745,5992.93082355,1681.644893,1.78164233843
51,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_4_D_0_Season_Period_6_AR_2_Season_MA_1_Season_D_1_MA_0,4,0,6,2,1,0,1,1667.99306025,1724.14233799,1.04330598089,6012.35484196,5941.92956527,5967.98377246,1689.86437063,1.80799214317
52,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_2_AR_2_Season_MA_1_Season_D_1_MA_0,2,1,2,2,1,0,1,1684.52072371,1740.67000145,1.04415988162,6178.5044255,6108.07914881,6134.133356,1706.39203409,1.89481298686
53,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_2_AR_1_Season_MA_0_Season_D_1_MA_2,0,1,2,1,0,2,1,1695.75022039,1751.89949812,1.0466531037,6232.25204089,6161.8267642,6187.88097138,1717.62153076,1.92694671038
54,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_6_D_0_Season_Period_6_AR_1_Season_MA_2_Season_D_0_MA_2,6,0,6,1,2,2,0,1649.39254199,1714.18017015,1.04731127674,6051.15417764,5969.894243,5999.95678976,1674.62866935,1.79224541174
55,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_6_AR_1_Season_MA_2_Season_D_0_MA_2,1,0,6,1,2,2,0,1649.39254199,1714.18017015,1.04731127674,6051.15417764,5969.894243,5999.95678976,1674.62866935,1.79224541174
56,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_1_Season_Period_2_AR_3_Season_MA_1_Season_D_1_MA_0,3,1,2,3,1,0,1,1678.15100399,1738.61945694,1.04741536891,6148.00008855,6072.15748289,6100.21585986,1701.70472286,1.86935131497
57,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_4_D_0_Season_Period_6_AR_1_Season_MA_2_Season_D_1_MA_0,4,0,6,1,2,0,1,1664.5024797,1720.65175743,1.04765909284,6035.12950288,5964.70422619,5990.75843338,1686.37379007,1.86013801384
58,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_1_Season_Period_2_AR_0_Season_MA_1_Season_D_0_MA_0,3,1,2,0,1,0,0,1672.5502216,1720.06114892,1.04921115537,6163.51724223,6103.9266235,6125.97249112,1691.056715,1.88935622371
59,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_12_AR_1_Season_MA_5_Season_D_0_MA_3,0,0,12,1,5,3,0,1651.84696541,1733.91129441,1.05081702272,6053.1065816,5950.17733106,5988.25655695,1683.81272673,1.77738572296
60,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_1_Season_Period_6_AR_6_Season_MA_2_Season_D_1_MA_1,0,1,6,6,2,1,1,1695.4930848,1777.5574138,1.05138950091,6067.30280752,5964.37355698,6002.45278287,1727.45884612,1.79975482092
61,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_12_AR_1_Season_MA_1_Season_D_1_MA_2,1,0,12,1,1,2,1,1688.33939704,1748.80784999,1.05392307718,6034.4343574,5958.59175173,5986.6501287,1711.89311591,1.8322980319
62,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_2_AR_1_Season_MA_2_Season_D_1_MA_2,1,0,2,1,2,2,1,1641.77319554,1706.5608237,1.05453421262,6008.76221812,5927.50228348,5957.56483024,1667.0093229,1.8460527213
63,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_6_AR_6_Season_MA_2_Season_D_0_MA_2,2,0,6,6,2,2,0,1654.84021652,1741.22372073,1.05675614918,6052.285176,5943.93859648,5984.02199215,1688.48838633,1.77269924089
64,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_2_AR_2_Season_MA_2_Season_D_1_MA_0,2,0,2,2,2,0,1,1646.21991643,1706.68836937,1.05734687099,6011.73438196,5935.89177629,5963.95015326,1669.77363529,1.8502829933
65,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_6_AR_1_Season_MA_3_Season_D_1_MA_0,2,0,6,1,3,0,1,1664.31132868,1724.77978163,1.06022202969,6045.19860019,5969.35599452,5997.41437149,1687.86504755,1.88013671162
66,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_6_AR_4_Season_MA_6_Season_D_1_MA_0,3,0,6,4,6,0,1,1676.63732621,1763.02083043,1.06086235036,6072.02451554,5963.67793602,6003.76133169,1710.28549603,1.88140633818
67,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_12_AR_0_Season_MA_1_Season_D_1_MA_1,2,1,12,0,1,1,1,1728.9245774,1780.75467992,1.06148291733,6230.69854774,6165.69060002,6189.74063743,1749.11347928,1.93955172109
68,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_1_Season_Period_2_AR_0_Season_MA_1_Season_D_1_MA_0,3,1,2,0,1,0,1,1696.60363689,1744.1145642,1.06261067559,6224.9859763,6165.39535756,6187.44122518,1715.11013028,1.93408773555
69,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_2_AR_1_Season_MA_2_Season_D_1_MA_1,1,0,2,1,2,1,1,1648.8203888,1709.28884175,1.06288161366,6011.84977866,5936.007173,5964.06554997,1672.37410767,1.84994692465
70,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_6_AR_1_Season_MA_3_Season_D_1_MA_6,3,0,6,1,3,6,1,1675.1095151,1761.49301932,1.06350537199,6066.35295142,5958.0063719,5998.08976757,1708.75768492,1.8740895753
71,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_6_AR_1_Season_MA_6_Season_D_1_MA_3,0,0,6,1,6,3,1,1677.0918863,1763.47539051,1.06394898106,6074.95653093,5966.60995141,6006.69334708,1710.74005611,1.88483992419
72,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_2_AR_1_Season_MA_2_Season_D_0_MA_1,2,0,2,1,2,1,0,1650.27154594,1710.73999889,1.06480946454,6040.49014737,5964.6475417,5992.70591867,1673.82526481,1.79116566783
73,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_6_AR_1_Season_MA_2_Season_D_1_MA_4,1,0,6,1,2,4,1,1671.99888012,1745.4248587,1.06598610918,6035.808677,5943.71408441,5977.78497073,1700.59982446,1.84709790816
74,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_1_Season_Period_2_AR_0_Season_MA_0_Season_D_1_MA_2,2,1,2,0,0,2,1,1698.90422857,1750.73433109,1.0663192765,6235.57716002,6170.56921231,6194.61924971,1719.09313045,1.9365088945
75,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_1_Season_Period_2_AR_0_Season_MA_0_Season_D_1_MA_2,3,1,2,0,0,2,1,1698.90422857,1750.73433109,1.0663192765,6235.57716002,6170.56921231,6194.61924971,1719.09313045,1.9365088945
76,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_2_AR_2_Season_MA_1_Season_D_1_MA_2,2,0,2,2,1,2,1,1649.61870223,1714.40633038,1.06738547094,6010.80748569,5929.54755105,5959.6100978,1674.85482958,1.84720067439
77,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_6_AR_1_Season_MA_5_Season_D_0_MA_1,2,0,6,1,5,1,0,1660.86597025,1734.29194883,1.06984612791,6068.67096157,5976.57636897,6010.64725529,1689.46691459,1.79241147913
78,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_6_AR_3_Season_MA_4_Season_D_1_MA_4,0,0,6,3,4,4,1,1684.00013575,1774.70281517,1.07732089205,6077.61820766,5963.85429917,6005.94186462,1719.33071405,1.87889077542
79,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_1_D_0_Season_Period_6_AR_4_Season_MA_4_Season_D_1_MA_0,1,0,6,4,4,0,1,1677.37840661,1755.1235604,1.07900485737,6059.86690577,5962.35498421,5998.43004031,1707.66175944,1.88109482703
80,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_6_AR_2_Season_MA_2_Season_D_1_MA_4,0,0,6,2,2,4,1,1679.55751384,1757.30266763,1.09043586159,6047.69681576,5950.18489419,5986.25995029,1709.84086667,1.86797888787
81,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_2_AR_1_Season_MA_0_Season_D_1_MA_1,3,0,2,1,0,1,1,1684.63843359,1736.46853611,1.10024526265,6216.04997963,6151.04203192,6175.09206932,1704.82733547,1.97736093303
82,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_6_AR_1_Season_MA_4_Season_D_0_MA_5,2,0,6,1,4,5,0,1663.48381425,1749.86731846,1.10127555235,6043.99283477,5935.64625525,5975.72965092,1697.13198406,1.76766206243
83,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_5_D_0_Season_Period_0_AR_1_Season_MA_0_Season_D_0_MA_6,5,0,0,1,0,6,0,1660.43575462,1733.8617332,1.10741449881,6027.17394606,5935.07935346,5969.15023979,1689.03669896,1.77308177526
84,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_3_D_0_Season_Period_12_AR_6_Season_MA_0_Season_D_0_MA_2,3,0,12,6,0,2,0,1659.15456548,1736.89971927,1.11522893762,6034.86505047,5937.35312891,5973.42818501,1689.43791831,1.77210981802
85,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_12_AR_2_Season_MA_1_Season_D_0_MA_6,2,0,12,2,1,6,0,1669.32315531,1751.38748431,1.12912335222,6044.90414602,5941.97489548,5980.05412136,1701.28891663,1.77484829701
86,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_0_D_0_Season_Period_12_AR_2_Season_MA_0_Season_D_0_MA_5,0,0,12,2,0,5,0,1667.75522947,1741.18120805,1.13799975572,6034.81273579,5942.7181432,5976.78902952,1696.35617381,1.77732811028
87,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_6_D_0_Season_Period_6_AR_1_Season_MA_4_Season_D_0_MA_6,6,0,6,1,4,6,0,1672.8766433,1763.57932272,1.14330497043,6056.5888608,5942.8249523,5984.91251775,1708.2072216,1.76951285809
88,/Users/cthorey/Documents/project/competition/fognet/models/ray/arima/model_0,Season_RA_2_D_0_Season_Period_6_AR_1_Season_MA_6_Season_D_0_MA_5,2,0,6,1,6,5,0,1675.48292811,1770.50478274,1.14505043499,6055.19626368,5936.01502621,5980.10676145,1712.4959149,1.76613870978
